Revised Product Name,Product category,Sub category,MRP,VAT,Maalgaadi Cost price,Maalgaadi Price,Customer Discount,Customer Discount %,Description
NESTLE KITKAT 3F 27.5G PACK OF 24,Confectionery,Chocolate,360,12.5,327.27,351,9,3%,"Buy NESTLE KITKAT 3F 27.5G PACK OF 24, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT 40 GM,Confectionery,Chocolate,50,12.5,47.62,49.5,0.5,1%,"Buy NESTLE KITKAT 40 GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT 4F 37.3G PACK OF 18,Confectionery,Chocolate,360,12.5,327.27,351,9,3%,"Buy NESTLE KITKAT 4F 37.3G PACK OF 18, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT CHUNKY 40GM,Confectionery,Chocolate,50,12.5,47.62,49.5,0.5,1%,"Buy NESTLE KITKAT CHUNKY 40GM, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT DARK (3U) 82.5G,Confectionery,Chocolate,60,12.5,53.6,59,1,2%,"Buy NESTLE KITKAT DARK (3U) 82.5G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT DARK 4 IN 1,Confectionery,Chocolate,200,12.5,181.82,196,4,2%,"Buy NESTLE KITKAT DARK 4 IN 1, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE KITKAT FAMILY PACK 108 G,Confectionery,Chocolate,60,12.5,54.55,59,1,2%,"Buy NESTLE KITKAT FAMILY PACK 108 G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE MUNCH 13G PACK OF 48,Confectionery,Chocolate,240,12.5,215.25,235,5,2%,"Buy NESTLE MUNCH 13G PACK OF 48, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE MUNCH HOME PACK 69G,Confectionery,Chocolate,35,12.5,31.39,34.5,0.5,1%,"Buy NESTLE MUNCH HOME PACK 69G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
NESTLE MUNCH Pouch (15U)172.5G SVP,Confectionery,Chocolate,80,12.5,71.75,78,2,3%,"Buy NESTLE MUNCH Pouch (15U)172.5G SVP, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SNICKERS MINIATURES 150G,Confectionery,Chocolate,140,12.5,133.34,138,2,1%,"Buy SNICKERS MINIATURES 150G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SNICKERS MINIS 270 GMS,Confectionery,Chocolate,230,12.5,201.76,224,6,3%,"Buy SNICKERS MINIS 270 GMS, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
SNICKERS SNACK SIZE 32G PACK OF 24,Confectionery,Chocolate,360,12.5,315.79,351,9,3%,"Buy SNICKERS SNACK SIZE 32G PACK OF 24, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TEMPTATIONS ALMOND TREAT 72G,Confectionery,Chocolate,65,12.5,57.02,63,2,3%,"Buy TEMPTATIONS ALMOND TREAT 72G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
TEMTATIONS CASHEW APEAL 72G,Confectionery,Chocolate,65,12.5,57.02,63,2,3%,"Buy TEMTATIONS CASHEW APEAL 72G, Groceries, Baby Products & Other Household items online from Maalgaadi.in, Mumbai's Online grocery store"
